"Time","alice outbound","bob outbound","charlie outbound","dave outbound","erin outbound","frank outbound","ian outbound","jade outbound","luke outbound","mike outbound"
1732402800000,undefined,63402.133333333324,75272.97777777776,undefined,undefined,1225.5555555555554,25742.866666666665,undefined,19820.333333333332,2533.6666666666665
1732410000000,undefined,10452.466666666667,6108.333333333332,undefined,undefined,993.0444444444444,17598.844444444447,undefined,12172.62222222222,1361.7777777777776
1732417200000,undefined,22120.82222222222,11734.044444444444,undefined,undefined,1638.4,13267.111111111111,undefined,25808.533333333333,609.0666666666667
1732424400000,undefined,19934.377777777776,7632.777777777777,undefined,undefined,2997.755555555556,25347.177777777775,undefined,6313.711111111111,616.2666666666667
1732431600000,undefined,25332.977777777774,10675.755555555554,undefined,undefined,1381.5555555555554,14295.755555555555,undefined,14102,557.2888888888889
1732438800000,undefined,48464.95555555555,8818.422222222222,undefined,undefined,395.9555555555555,9699.066666666668,undefined,15992.844444444443,1020.6222222222221
1732446000000,undefined,13033.266666666666,6578.577777777778,undefined,undefined,4091.4666666666667,19038.088888888888,undefined,15586.511111111111,718.3777777777777
1732453200000,undefined,48715.86666666667,23120.933333333334,undefined,undefined,1785.7333333333333,24429.2,undefined,19092.133333333335,1053.6444444444444
1732460400000,undefined,6308.333333333333,12825.577777777777,undefined,undefined,810.6,14434.888888888887,undefined,58342.955555555556,1005.1555555555555
1732467600000,undefined,23860.42222222222,23641.844444444443,undefined,undefined,2433.4666666666667,42457.444444444445,undefined,16050.755555555554,1318.8444444444442
1732474800000,undefined,57942.8,60098.88888888888,undefined,undefined,2281.266666666667,42317.066666666666,undefined,17675.311111111114,3114.5999999999995
1732482000000,undefined,65284.022222222215,35986.30989421282,undefined,undefined,2817.0666666666666,58598.99999999999,undefined,42569.4,1901.6888888888889
1732489200000,undefined,49411,18169.688888888886,undefined,undefined,2029.9333333333334,14774.244444444445,undefined,12927.111111111111,798.6888888888888
1732496400000,undefined,32500.24444444444,47998.422222222216,undefined,undefined,1656.111111111111,19709.4,undefined,16942.933333333334,915.1555555555555
1732503600000,undefined,50663.066666666666,56666.73333333333,undefined,undefined,1527.0222222222221,137417.6888888889,undefined,55646.77777777777,3606.533333333333
1732510800000,undefined,285236.9777777778,52486.26666666667,undefined,undefined,110368.86666666665,137396.4,undefined,63931.288888888885,2828.6
1732518000000,undefined,16725.2,12560.822222222221,undefined,undefined,865.911111111111,20591.577777777777,undefined,22371.133333333335,781.6666666666665
1732525200000,undefined,22433.066666666666,13654.066666666664,undefined,undefined,3097.4,23552.266666666666,undefined,16972.977777777778,752.3777777777777
1732532400000,undefined,67079.42222222222,36912.28888888889,undefined,undefined,1450.7777777777778,15599.066666666664,undefined,25332.666666666668,1084.3777777777777
1732539600000,undefined,52784.2,67562.02222222222,undefined,undefined,3033.777777777778,38450.08888888888,undefined,22836.177777777775,1371.2222222222222
1732546800000,undefined,20321.11111111111,11390.8,undefined,undefined,2681.8222222222225,15704.62222222222,undefined,19154.355555555554,726.8
1732554000000,undefined,75693.86666666667,26040.694727777776,undefined,undefined,2239.8444444444444,44230.26666666667,undefined,8517.755555555555,707.6444444444444
1732561200000,undefined,15163.222222222223,20247.088888888888,undefined,undefined,3452.244444444444,21609.955555555553,undefined,17920.844444444447,1039.3333333333333
1732568400000,undefined,23022.555555555555,10090.488888888887,undefined,undefined,2198.6666666666665,17192.022222222222,undefined,14227.91111111111,747.4222222222221
1732575600000,undefined,93401.06666666667,73222.37777777777,undefined,undefined,3751.0666666666666,44124.044444444444,undefined,42197.37777777777,4372.288888888888
1732582800000,undefined,14859.044444444444,8224.977777777776,undefined,undefined,2631.511111111111,18938.62222222222,undefined,15317.244444444445,882.6666666666666
1732590000000,undefined,15855.62222222222,13443.688888888888,undefined,undefined,2480.866666666667,15680.466666666667,undefined,18629.177777777775,642.5333333333333
1732597200000,undefined,10119.68888888889,12695.755555555554,undefined,undefined,4055.9333333333334,13310.444444444443,undefined,19410.688888888886,587.3777777777777
1732604400000,undefined,18097.28888888889,18807.266666666666,undefined,undefined,2237.755555555556,9862.511111111111,undefined,14827.333333333334,900.8888888888888
1732611600000,undefined,13889.511111111111,9139.177777777777,undefined,undefined,3085.133333333333,33013.555555555555,undefined,106270.93333333333,758.7333333333333
1732618800000,undefined,79075.11111111111,40036.48888888888,undefined,undefined,40328.84444444444,84588.08888888889,undefined,30904.24444444444,5465.9333333333325
1732626000000,undefined,24084.844444444443,19372.844444444443,undefined,undefined,1247.377777777778,73174.08888888889,undefined,61170.8,1298.7777777777776
1732633200000,undefined,25700.177777777775,51048.26666666667,undefined,undefined,1549.8444444444444,17317.71111111111,undefined,26999.577777777777,1093.9333333333334
1732640400000,undefined,16301.02222222222,14037.133333333333,undefined,undefined,2144,11611.28888888889,undefined,27108.955555555553,962.4222222222221
1732647600000,undefined,25006.28888888889,16631.377777777776,undefined,undefined,2293.644444444444,23875.555555555555,undefined,24528.73333333333,1036.3111111111111
1732654800000,undefined,15307.2,8425.4,undefined,undefined,2573.488888888889,27154.133333333335,undefined,12415.333333333334,661.311111111111
1732662000000,undefined,15476.755555555554,17401.755555555555,undefined,undefined,4281.555555555556,14842.555555555555,undefined,13177.822222222221,824.311111111111
1732669200000,undefined,12672.6,5875.4,undefined,undefined,2094.4444444444443,13305.2,undefined,12907.888888888887,667.1111111111111
1732676400000,undefined,63922.57777777778,26703.644444444442,undefined,undefined,3454.9555555555553,66993.73333333334,undefined,48825.15555555555,2042.6888888888886
1732683600000,undefined,17545.31111111111,46816.22222222222,undefined,undefined,1704.3555555555554,22561.755555555555,undefined,14416.199999999999,626.6888888888888
1732690800000,undefined,25842.11111111111,12466.22222222222,undefined,undefined,3052.311111111111,12059.044444444444,undefined,11946.644444444444,684.1111111111111
1732698000000,undefined,36198.42222222222,9169.8,undefined,undefined,3596.088888888889,18083.17777777778,undefined,35996.99999999999,1412.4222222222222
1732705200000,undefined,31243.022222222222,9315.355555555554,undefined,undefined,2646.4444444444443,26308.466666666667,undefined,21476.733333333334,1042.8666666666666
1732712400000,undefined,81979.75555555554,34435.42222222222,undefined,undefined,2710.488888888889,47392,undefined,32845.26666666667,1551.3555555555554
1732719600000,undefined,68511.82222222221,46909.066666666666,undefined,undefined,3866.4222222222224,92297.17777777776,undefined,27769.022222222222,1613.4888888888888
1732726800000,undefined,18066.133333333335,14138.533333333333,undefined,undefined,3895.777777777778,17719.82222222222,undefined,14179.444444444443,804.6222222222223
1732734000000,undefined,28532.666666666668,35313.46666666667,undefined,undefined,54630.822222222225,23616.91111111111,undefined,23377.28888888889,1299.6888888888889
1732741200000,undefined,26211.24444444444,20952,undefined,undefined,3227.0222222222224,53440.911111111105,undefined,35924.288888888885,1153.6444444444444
1732748400000,undefined,25707.4,26737.41055158007,undefined,undefined,2600.2888888888892,41276.73333333333,undefined,40219,1573.0888888888887
1732755600000,undefined,39266.15555555556,29032.86666666666,undefined,undefined,3355.244444444444,42625.82222222222,undefined,30600.2,1155.2222222222222
1732762800000,undefined,21698.644444444442,8073.666666666666,undefined,undefined,4423.488888888888,19510.022222222222,undefined,11021.22222222222,682.6888888888888
1732770000000,undefined,44414.08888888888,28004.397812255836,undefined,undefined,3567.0444444444443,37371.62222222222,undefined,48129.71111111111,1371.2444444444443
1732777200000,undefined,97504.55555555555,46704.22222222222,undefined,undefined,2340.6222222222223,95243.64444444444,undefined,29653.133333333328,4295.622222222222
1732784400000,undefined,69013.73333333334,31667.088888888888,undefined,undefined,2233.6222222222223,71920.28888888888,undefined,12634.977777777776,1359.888888888889
1732791600000,undefined,43690.22222222222,29651.222222222223,undefined,undefined,1314.3111111111111,46485.022222222215,undefined,115170.68888888888,3938.9555555555557
1732798800000,undefined,88260.04444444443,28473.04444444444,undefined,undefined,3459.806645182798,65285.177777777775,undefined,55248.95555555555,2749.8888888888887
1732806000000,undefined,112650.46666666666,18866.222222222223,undefined,undefined,5230.777777777778,77930.33333333333,undefined,32786.71111111111,890.8444444444444
1732813200000,undefined,13703.02222222222,13087.155555555555,undefined,undefined,3991.8222222222225,22523.24444444444,undefined,26584.711111111108,845.1333333333332
