"Time","alice inbound","bob inbound","charlie inbound","dave inbound","erin inbound","frank inbound","ian inbound","jade inbound","luke inbound","mike inbound"
1732474800000,27039.666666666668,30443.755555555555,25187.577777777777,64525.33333333333,undefined,214.2222222222222,27760.4,undefined,27441.755555555555,5003.022222222222
1732482000000,24726.266666666666,25470.31111111111,18160.169792870474,47190.86666666667,undefined,275.3333333333333,22142.711111111108,undefined,18469.555555555555,3461.9777777777776
1732489200000,10358.31111111111,9573.088888888888,9026.955555555556,18083.977777777774,undefined,235.44444444444443,9445.6,undefined,8097.133333333332,1684.0444444444445
1732496400000,12077.62222222222,14459.755555555555,14293.644444444444,19308.844444444447,undefined,152.95555555555558,10408.155555555555,undefined,8000.0888888888885,2592.7111111111108
1732503600000,39625.044444444444,37213.68888888889,34064.666666666664,73769.46666666666,undefined,243.24444444444444,38974.73333333333,undefined,30417.977777777774,6611.977777777777
1732510800000,32773.37777777777,33294.22222222222,30644.533333333333,63432.62222222223,undefined,106862.19999999998,32409.28888888889,undefined,28826.066666666666,12077.91111111111
1732518000000,9589.444444444443,9427.577777777777,7418.488888888888,17487.866666666665,undefined,135.64444444444445,9095.777777777777,undefined,7480.622222222222,2061.5333333333333
1732525200000,7509.111111111111,8096.222222222222,7753.733333333334,14961.955555555554,undefined,994.9555555555556,7322.444444444443,undefined,7165.644444444444,1768.6666666666667
1732532400000,12986.555555555555,14828.466666666667,13909.066666666668,23489.866666666665,undefined,328.4,13335.288888888888,undefined,10724.22222222222,4099.488888888888
1732539600000,30119.377777777776,15885.888888888889,14741.2,30913.911111111112,undefined,303.2,14990.488888888887,undefined,15367.199999999999,4436.222222222222
1732546800000,9358.22222222222,10271.2,9124.8,19375.799999999996,undefined,366.8666666666667,8561.333333333334,undefined,7267.888888888889,2187.266666666667
1732554000000,8435.866666666665,11355.333333333334,12380.73814111111,20169.955555555553,undefined,549.911111111111,10573.288888888888,undefined,9007.031955555554,3437.111111111111
